,total_votes,per_dem,per_gop,state_abbr,county_name,total_pop,Alabama,Alabama_CountyPopulation,Alabama_Votes,Alabama_gop,Alabama_dem,Arkansas,Arkansas_Votes,Arizona,Arizona_Votes,California,California_Votes
994,5239,0.186867723,0.789272762,KY,Edmonson County,"12,126",,,,,,,,,,,
995,2847,0.259922726,0.702493853,KY,Elliott County,"7,354",,,,,,,,,,,
996,5538,0.200072228,0.764897075,KY,Estill County,"14,163",,,,,,,,,,,
997,136112,0.512636652,0.417964617,KY,Fayette County,"322,570",,,,,,,,,,,
998,6250,0.21568,0.75552,KY,Fleming County,"15,082",,,,,,,,,,,
999,16521,0.24302403,0.725924581,KY,Floyd County,"35,942",,,,,,,,,,,
1000,23840,0.449538591,0.495763423,KY,Franklin County,"51,541",,,,,,,,,,,
1001,2381,0.325073499,0.650566989,KY,Fulton County,"6,515",,,,,,,,,,,
1002,3334,0.224655069,0.732753449,KY,Gallatin County,"8,690",,,,,,,,,,,
1003,7613,0.190857743,0.775515565,KY,Garrard County,"16,953",,,,,,,,,,,
1004,9551,0.19997906,0.760967438,KY,Grant County,"24,941",,,,,,,,,,,
1005,16582,0.199493427,0.764141841,KY,Graves County,"36,649",,,,,,,,,,,
1006,10564,0.185441121,0.77801969,KY,Grayson County,"26,420",,,,,,,,,,,
1007,5331,0.15606828,0.820108798,KY,Green County,"11,107",,,,,,,,,,,
1008,16265,0.254903166,0.709867814,KY,Greenup County,"35,962",,,,,,,,,,,
1009,4292,0.289841566,0.649580615,KY,Hancock County,"9,095",,,,,,,,,,,
1010,43113,0.323429128,0.625565375,KY,Hardin County,"110,702",,,,,,,,,,,
1011,10744,0.127699181,0.849683544,KY,Harlan County,"26,831",,,,,,,,,,,
1012,7774,0.261255467,0.699125289,KY,Harrison County,"18,692",,,,,,,,,,,
1013,7261,0.238259193,0.732681449,KY,Hart County,"19,288",,,,,,,,,,,
1014,19692,0.340595166,0.617458867,KY,Henderson County,"44,793",,,,,,,,,,,
1015,7142,0.255950714,0.692243069,KY,Henry County,"15,678",,,,,,,,,,,
1016,2157,0.208159481,0.768196569,KY,Hickman County,"4,521",,,,,,,,,,,
1017,20325,0.212054121,0.751635916,KY,Hopkins County,"45,423",,,,,,,,,,,
1018,5497,0.087684191,0.889394215,KY,Jackson County,"12,955",,,,,,,,,,,
1019,352778,0.540918084,0.407502735,KY,Jefferson County,"782,969",,,,,,,,,,,
1020,23292,0.263781556,0.664348274,KY,Jessamine County,"52,991",,,,,,,,,,,
1021,9560,0.130753138,0.841317992,KY,Johnson County,"22,680",,,,,,,,,,,
1022,71905,0.336735971,0.597427161,KY,Kenton County,"169,064",,,,,,,,,,,
1023,5756,0.216296039,0.75694927,KY,Knott County,"14,251",,,,,,,,,,,
1024,12001,0.146737772,0.82368136,KY,Knox County,"30,193",,,,,,,,,,,
1025,6359,0.200974996,0.754678409,KY,Larue County,"14,867",,,,,,,,,,,
1026,24811,0.13864818,0.829954456,KY,Laurel County,"62,613",,,,,,,,,,,
1027,6037,0.173099221,0.797747225,KY,Lawrence County,"16,293",,,,,,,,,,,
1028,2663,0.166729253,0.807735637,KY,Lee County,"7,395",,,,,,,,,,,
1029,4487,0.089146423,0.894807221,KY,Leslie County,"10,513",,,,,,,,,,,
1030,9131,0.16887526,0.798707699,KY,Letcher County,"21,548",,,,,,,,,,,
1031,5293,0.148309087,0.82429624,KY,Lewis County,"13,080",,,,,,,,,,,
1032,9555,0.195185767,0.767974882,KY,Lincoln County,"24,275",,,,,,,,,,,
1033,4642,0.19108143,0.769065058,KY,Livingston County,"8,888",,,,,,,,,,,
1034,10896,0.252845081,0.713839941,KY,Logan County,"27,432",,,,,,,,,,,
1035,3959,0.263955544,0.704470826,KY,Lyon County,"8,680",,,,,,,,,,,
1036,37318,0.31601372,0.627873948,KY,Madison County,"67,875",,,,,,,,,,,
1037,5113,0.229219636,0.747897516,KY,Magoffin County,"16,888",,,,,,,,,,,
1038,8108,0.330414406,0.631721756,KY,Marion County,"9,152",,,,,,,,,,,
1039,16678,0.220170284,0.738817604,KY,Marshall County,"92,701",,,,,,,,,,,
1040,3951,0.091875475,0.886610985,KY,Martin County,"11,637",,,,,,,,,,,
1041,7212,0.273155851,0.685524126,KY,Mason County,"19,581",,,,,,,,,,,
1042,31284,0.291970336,0.664045518,KY,McCracken County,"31,659",,,,,,,,,,,
1043,5772,0.115038115,0.868329868,KY,McCreary County,"11,287",,,,,,,,,,,
1044,4565,0.216429354,0.740635268,KY,McLean County,"17,120",,,,,,,,,,,
1045,12223,0.247566064,0.708500368,KY,Meade County,"30,003",,,,,,,,,,,
1046,2779,0.251889169,0.723281756,KY,Menifee County,"6,113",,,,,,,,,,,
1047,10579,0.226391908,0.731638151,KY,Mercer County,"22,641",,,,,,,,,,,
1048,4616,0.211438475,0.756282496,KY,Metcalfe County,"10,286",,,,,,,,,,,
1049,4991,0.12041675,0.857142857,KY,Monroe County,"11,338",,,,,,,,,,,
1050,11437,0.27612136,0.686893416,KY,Montgomery County,"28,114",,,,,,,,,,,
1051,4766,0.211078473,0.761225346,KY,Morgan County,"13,726",,,,,,,,,,,
1052,13046,0.250804844,0.719990802,KY,Muhlenberg County,"30,928",,,,,,,,,,,
1053,20761,0.309908001,0.646885988,KY,Nelson County,"46,738",,,,,,,,,,,
1054,2837,0.27740571,0.689813183,KY,Nicholas County,"7,537",,,,,,,,,,,
1055,10398,0.200038469,0.763800731,KY,Ohio County,"23,772",,,,,,,,,,,
1056,32838,0.312686522,0.623332724,KY,Oldham County,"67,607",,,,,,,,,,,
1057,4997,0.212527517,0.74944967,KY,Owen County,"11,278",,,,,,,,,,,
1058,1757,0.145702903,0.838929994,KY,Owsley County,"4,051",,,,,,,,,,,
1059,6006,0.193806194,0.766566767,KY,Pendleton County,"14,644",,,,,,,,,,,
1060,10566,0.202157865,0.772099186,KY,Perry County,"28,473",,,,,,,,,,,
1061,24637,0.173600682,0.801233916,KY,Pike County,"58,669",,,,,,,,,,,
1062,4952,0.256865913,0.709410339,KY,Powell County,"13,129",,,,,,,,,,,
1063,28015,0.150205247,0.81741924,KY,Pulaski County,"65,034",,,,,,,,,,,
1064,1013,0.219151037,0.749259625,KY,Robertson County,"2,193",,,,,,,,,,,
1065,6686,0.136853126,0.83891714,KY,Rockcastle County,"16,037",,,,,,,,,,,
1066,8829,0.373201948,0.586023332,KY,Rowan County,"24,662",,,,,,,,,,,
1067,8171,0.133765757,0.839921674,KY,Russell County,"17,991",,,,,,,,,,,
1068,24159,0.319259903,0.623039033,KY,Scott County,"57,155",,,,,,,,,,,
1069,20563,0.305208384,0.641735155,KY,Shelby County,"48,065",,,,,,,,,,,
1070,7524,0.284954811,0.674774056,KY,Simpson County,"19,594",,,,,,,,,,,
1071,9509,0.20201914,0.756756757,KY,Spencer County,"19,490",,,,,,,,,,,
1072,11301,0.225909212,0.736218034,KY,Taylor County,"26,023",,,,,,,,,,,
1073,4771,0.218402851,0.757073989,KY,Todd County,"12,243",,,,,,,,,,,
1074,6740,0.235459941,0.73115727,KY,Trigg County,"14,061",,,,,,,,,,,
1075,3786,0.232171157,0.731907026,KY,Trimble County,"8,474",,,,,,,,,,,
1076,6209,0.214366243,0.757126751,KY,Union County,"13,668",,,,,,,,,,,
1077,48416,0.350421348,0.59222158,KY,Warren County,"134,554",,,,,,,,,,,
1078,5621,0.252624088,0.713929906,KY,Washington County,"12,027",,,,,,,,,,,
1079,7988,0.179143716,0.797446169,KY,Wayne County,"19,555",,,,,,,,,,,
1080,5804,0.213645762,0.757580979,KY,Webster County,"13,017",,,,,,,,,,,
1081,13765,0.150163458,0.821794406,KY,Whitley County,"36,712",,,,,,,,,,,
1082,2634,0.285876993,0.684889901,KY,Wolfe County,"6,562",,,,,,,,,,,
1083,13547,0.365985089,0.568170075,KY,Woodford County,"26,871",,,,,,,,,,,
1084,27386,0.205871613,0.772621047,LA,Acadia Parish,"57,576",,,,,,,,,,,
1085,9245,0.22779881,0.742779881,LA,Allen Parish,"22,750",,,,,,,,,,,
1086,54663,0.301318991,0.661050436,LA,Ascension Parish,"126,500",,,,,,,,,,,
1087,10904,0.360509905,0.615737344,LA,Assumption Parish,"21,039",,,,,,,,,,,
1088,16581,0.303479887,0.673240456,LA,Avoyelles Parish,"39,693",,,,,,,,,,,
1089,15078,0.158708051,0.811646107,LA,Beauregard Parish,"36,549",,,,,,,,,,,
1090,7005,0.446680942,0.536188437,LA,Bienville Parish,"12,981",,,,,,,,,,,
1091,49818,0.253683408,0.711610261,LA,Bossier Parish,"128,746",,,,,,,,,,,
1092,105737,0.505480579,0.463196421,LA,Caddo Parish,"237,848",,,,,,,,,,,
1093,83773,0.313860074,0.646771633,LA,Calcasieu Parish,"216,785",,,,,,,,,,,
1094,4692,0.167945439,0.814578005,LA,Caldwell Parish,"9,645",,,,,,,,,,,
1095,3692,0.087486457,0.881906826,LA,Cameron Parish,"5,617",,,,,,,,,,,
1096,4856,0.272240527,0.716433278,LA,Catahoula Parish,"8,906",,,,,,,,,,,
1097,6421,0.423142813,0.558324249,LA,Claiborne Parish,"14,170",,,,,,,,,,,
1098,8869,0.368925471,0.617205998,LA,Concordia Parish,"18,687",,,,,,,,,,,
1099,13497,0.382529451,0.597688375,LA,De Soto Parish,"26,812",,,,,,,,,,,
1100,196332,0.523149563,0.431004625,LA,East Baton Rouge Parish,"456,781",,,,,,,,,,,
1101,2939,0.625382783,0.360326642,LA,East Carroll Parish,"7,459",,,,,,,,,,,
1102,10042,0.421728739,0.554570803,LA,East Feliciana Parish,"19,539",,,,,,,,,,,
1103,14879,0.282814705,0.696081726,LA,Evangeline Parish,"32,350",,,,,,,,,,,
1104,9162,0.273521065,0.710980135,LA,Franklin Parish,"19,774",,,,,,,,,,,
1105,8819,0.13391541,0.839777753,LA,Grant Parish,"22,169",,,,,,,,,,,
1106,32454,0.329635792,0.644080853,LA,Iberia Parish,"69,929",,,,,,,,,,,
1107,16043,0.518855576,0.456273764,LA,Iberville Parish,"30,241",,,,,,,,,,,
1108,7464,0.286575563,0.692524116,LA,Jackson Parish,"15,031",,,,,,,,,,,
1109,181388,0.405429246,0.552914195,LA,Jefferson Parish,"440,781",,,,,,,,,,,
1110,14277,0.215731596,0.754710373,LA,Jefferson Davis Parish,"32,250",,,,,,,,,,,
1111,105599,0.309908238,0.645754221,LA,Lafayette Parish,"241,753",,,,,,,,,,,
1112,41644,0.202262031,0.767409471,LA,Lafourche Parish,"97,557",,,,,,,,,,,
1113,6568,0.092113276,0.888398295,LA,La Salle Parish,"14,791",,,,,,,,,,,
1114,18664,0.380518646,0.576564509,LA,Lincoln Parish,"48,396",,,,,,,,,,,
1115,57700,0.120450607,0.845701906,LA,Livingston Parish,"142,282",,,,,,,,,,,
1116,4732,0.579881657,0.407227388,LA,Madison Parish,"10,017",,,,,,,,,,,
1117,11852,0.434947688,0.548599393,LA,Morehouse Parish,"25,629",,,,,,,,,,,
1118,16617,0.429860986,0.539507733,LA,Natchitoches Parish,"37,515",,,,,,,,,,,
1119,165619,0.808077576,0.146523044,LA,Orleans Parish,"383,997",,,,,,,,,,,
1120,67987,0.359186315,0.613529057,LA,Ouachita Parish,"160,368",,,,,,,,,,,
1121,10572,0.316590995,0.652667423,LA,Plaquemines Parish,"23,515",,,,,,,,,,,
1122,11761,0.405067596,0.577246833,LA,Pointe Coupee Parish,"20,758",,,,,,,,,,,
1123,56838,0.322284387,0.647700482,LA,Rapides Parish,"130,023",,,,,,,,,,,
1124,4422,0.438263229,0.540705563,LA,Red River Parish,"7,620",,,,,,,,,,,
1125,9596,0.328991246,0.65506461,LA,Richland Parish,"20,043",,,,,,,,,,,
1126,9785,0.174041901,0.805007665,LA,Sabine Parish,"22,155",,,,,,,,,,,
1127,15807,0.313595243,0.647308155,LA,St. Bernard Parish,"43,764",,,,,,,,,,,
1128,26190,0.326765941,0.634593356,LA,St. Charles Parish,"52,549",,,,,,,,,,,
1129,5964,0.562206573,0.418678739,LA,St. Helena Parish,"10,920",,,,,,,,,,,
1130,12085,0.531071576,0.451468763,LA,St. James Parish,"20,192",,,,,,,,,,,
1131,20740,0.610318226,0.364946962,LA,St. John the Baptist Parish,"42,477",,,,,,,,,,,
1132,39970,0.430522892,0.549562172,LA,St. Landry Parish,"82,540",,,,,,,,,,,
1133,25749,0.321022176,0.655248748,LA,St. Martin Parish,"51,767",,,,,,,,,,,
1134,22871,0.351974116,0.62756329,LA,St. Mary Parish,"49,406",,,,,,,,,,,
1135,124389,0.22281713,0.730884564,LA,St. Tammany Parish,"264,570",,,,,,,,,,,
1136,52381,0.322044253,0.647811229,LA,Tangipahoa Parish,"133,157",,,,,,,,,,,
1137,2543,0.522611089,0.464018875,LA,Tensas Parish,"4,147",,,,,,,,,,,
1138,43893,0.242954457,0.726767366,LA,Terrebonne Parish,"109,580",,,,,,,,,,,
1139,10894,0.247016706,0.731778961,LA,Union Parish,"21,107",,,,,,,,,,,
1140,25253,0.187898468,0.784342454,LA,Vermilion Parish,"57,359",,,,,,,,,,,
1141,16633,0.160223652,0.80989599,LA,Vernon Parish,"48,750",,,,,,,,,,,
1142,18622,0.305552572,0.674041456,LA,Washington Parish,"45,463",,,,,,,,,,,
1143,18140,0.345038589,0.636052922,LA,Webster Parish,"36,967",,,,,,,,,,,
1144,12710,0.423446105,0.544925256,LA,West Baton Rouge Parish,"27,199",,,,,,,,,,,
1145,4759,0.150241647,0.834208867,LA,West Carroll Parish,"9,751",,,,,,,,,,,
1146,5798,0.38754743,0.584684374,LA,West Feliciana Parish,"15,310",,,,,,,,,,,
1147,6368,0.258008794,0.723146985,LA,Winn Parish,"13,755",,,,,,,,,,,
1148,132667,0.539938342,0.405843201,MA,Barnstable County,"228,996",,,,,,,,,,,
1149,64507,0.674965508,0.26042135,MA,Berkshire County,"129,026",,,,,,,,,,,
1150,246068,0.518633061,0.425796934,MA,Bristol County,"579,200",,,,,,,,,,,
1151,11434,0.729228616,0.216372223,MA,Dukes County,"20,600",,,,,,,,,,,
1152,376140,0.584960387,0.359985644,MA,Essex County,"809,829",,,,,,,,,,,
1153,37987,0.641508937,0.271856161,MA,Franklin County,"71,029",,,,,,,,,,,
1154,200220,0.550958945,0.390720208,MA,Hampden County,"465,825",,,,,,,,,,,
1155,82329,0.662852701,0.268301571,MA,Hampshire County,"162,308",,,,,,,,,,,
1156,767337,0.6632275,0.281705431,MA,Middlesex County,"1,632,002",,,,,,,,,,,
1157,6404,0.647095565,0.29544035,MA,Nantucket County,"14,255",,,,,,,,,,,
1158,357781,0.612466844,0.333083646,MA,Norfolk County,"725,981",,,,,,,,,,,
1159,264168,0.506601859,0.434276672,MA,Plymouth County,"530,819",,,,,,,,,,,
1160,303517,0.794723195,0.164873796,MA,Suffolk County,"797,936",,,,,,,,,,,
1161,380972,0.517429102,0.412466008,MA,Worcester County,"862,111",,,,,,,,,,,
1162,27804,0.23971371,0.720220112,MD,Allegany County,"68,106",,,,,,,,,,,
1163,242939,0.477790721,0.471348775,MD,Anne Arundel County,"588,261",,,,,,,,,,,
1164,335017,0.565454887,0.391051797,MD,Baltimore County,"854,535",,,,,,,,,,,
1165,208980,0.854445401,0.108747249,MD,Baltimore city,"585,708",,,,,,,,,,,
1166,43445,0.383680516,0.568074577,MD,Calvert County,"92,783",,,,,,,,,,,
1167,13282,0.282111128,0.677533504,MD,Caroline County,"33,293",,,,,,,,,,,
1168,84879,0.286454836,0.65496766,MD,Carroll County,"172,891",,,,,,,,,,,
1169,42309,0.299014394,0.651847125,MD,Cecil County,"103,725",,,,,,,,,,,
1170,72480,0.635527042,0.333374724,MD,Charles County,"166,617",,,,,,,,,,,
1171,14034,0.4058002,0.565626336,MD,Dorchester County,"32,531",,,,,,,,,,,
1172,114962,0.451375237,0.491223187,MD,Frederick County,"271,717",,,,,,,,,,,
1173,12905,0.174506005,0.789538938,MD,Garrett County,"28,806",,,,,,,,,,,
1174,124224,0.352613022,0.597799137,MD,Harford County,"260,924",,,,,,,,,,,
1175,146401,0.640760651,0.305954194,MD,Howard County,"332,317",,,,,,,,,,,
1176,9166,0.455814968,0.501636483,MD,Kent County,"19,198",,,,,,,,,,,
1177,408300,0.758660299,0.203245163,MD,Montgomery County,"1,062,061",,,,,,,,,,,
1178,351091,0.893292622,0.083425665,MD,Prince George's County,"967,201",,,,,,,,,,,
1179,24633,0.296999959,0.658100922,MD,Queen Anne's County,"49,874",,,,,,,,,,,
1180,8768,0.397354015,0.576642336,MD,Somerset County,"113,777",,,,,,,,,,,
1181,45169,0.34948748,0.59529766,MD,St. Mary's County,"24,620",,,,,,,,,,,
1182,18731,0.419892157,0.539106294,MD,Talbot County,"37,526",,,,,,,,,,,
1183,60731,0.316032998,0.639574517,MD,Washington County,"154,705",,,,,,,,,,,
1184,38722,0.421646609,0.53798874,MD,Wicomico County,"103,588",,,,,,,,,,,
1185,25571,0.34347503,0.622189199,MD,Worcester County,"52,460",,,,,,,,,,,
1186,55340,0.415160824,0.509378388,ME,Androscoggin County,"111,139",,,,,,,,,,,
1187,34963,0.382604468,0.555415725,ME,Aroostook County,"67,105",,,,,,,,,,,
1188,171249,0.601083802,0.336918756,ME,Cumberland County,"303,069",,,,,,,,,,,
1189,16382,0.427359297,0.482236601,ME,Franklin County,"29,456",,,,,,,,,,,
1190,31983,0.503611294,0.427789763,ME,Hancock County,"55,478",,,,,,,,,,,
1191,65999,0.443885513,0.48111335,ME,Kennebec County,"123,642",,,,,,,,,,,
1192,23021,0.540376178,0.397376309,ME,Knox County,"40,607",,,,,,,,,,,
1193,21432,0.477836879,0.45385405,ME,Lincoln County,"35,237",,,,,,,,,,,
1194,31094,0.391458159,0.521451084,ME,Oxford County,"57,777",,,,,,,,,,,
1195,80228,0.409233684,0.518534676,ME,Penobscot County,"152,199",,,,,,,,,,,
1196,9144,0.3388014,0.590879265,ME,Piscataquis County,"16,800",,,,,,,,,,,
1197,21596,0.49448972,0.430820522,ME,Sagadahoc County,"36,699",,,,,,,,,,,
1198,25968,0.350123229,0.577556993,ME,Somerset County,"50,477",,,,,,,,,,,
1199,22630,0.46142289,0.458594786,ME,Waldo County,"39,607",,,,,,,,,,,
1200,16559,0.383960384,0.545745516,ME,Washington County,"31,095",,,,,,,,,,,
1201,113962,0.489882592,0.442147382,ME,York County,"211,972",,,,,,,,,,,
1202,6179,0.280304256,0.679883476,MI,Alcona County,"10,167",,,,,,,,,,,
1203,4513,0.368491026,0.572789719,MI,Alger County,"8,842",,,,,,,,,,,
1204,55153,0.325131906,0.61305822,MI,Allegan County,"120,502",,,,,,,,,,,
1205,14688,0.33203976,0.618872549,MI,Alpena County,"28,907",,,,,,,,,,,
1206,13572,0.327733569,0.624005305,MI,Antrim County,"23,431",,,,,,,,,,,
1207,7457,0.300120692,0.630816682,MI,Arenac County,"15,002",,,,,,,,,,,
1208,3486,0.331612163,0.619047619,MI,Baraga County,"8,158",,,,,,,,,,,
1209,30265,0.300974723,0.634297043,MI,Barry County,"62,423",,,,,,,,,,,
1210,52932,0.408845311,0.535158316,MI,Bay County,"103,856",,,,,,,,,,,
1211,10221,0.401917621,0.541923491,MI,Benzie County,"17,970",,,,,,,,,,,
1212,71882,0.410339167,0.537631118,MI,Berrien County,"154,316",,,,,,,,,,,
1213,16490,0.287446938,0.668587022,MI,Branch County,"44,862",,,,,,,,,,,
1214,58786,0.410880142,0.535654748,MI,Calhoun County,"134,310",,,,,,,,,,,
1215,23272,0.312392575,0.611937092,MI,Cass County,"51,589",,,,,,,,,,,
1216,14567,0.352646393,0.595455482,MI,Charlevoix County,"26,054",,,,,,,,,,,
1217,13647,0.315234117,0.636037224,MI,Cheboygan County,"25,579",,,,,,,,,,,
1218,15434,0.348451471,0.590903201,MI,Chippewa County,"36,785",,,,,,,,,,,
1219,13385,0.317519612,0.635562196,MI,Clare County,"30,856",,,,,,,,,,,
1220,40564,0.406518095,0.533354699,MI,Clinton County,"79,128",,,,,,,,,,,
1221,6833,0.308795551,0.637201815,MI,Crawford County,"12,988",,,,,,,,,,,
1222,18467,0.348242812,0.601721991,MI,Delta County,"36,903",,,,,,,,,,,
1223,13140,0.298554033,0.652968037,MI,Dickinson County,"25,947",,,,,,,,,,,
1224,55686,0.440577524,0.495779909,MI,Eaton County,"109,175",,,,,,,,,,,
1225,18774,0.371364653,0.565462874,MI,Emmet County,"34,112",,,,,,,,,,,
1226,196135,0.523843271,0.429163586,MI,Genesee County,"406,211",,,,,,,,,,,
1227,12472,0.304201411,0.651379089,MI,Gladwin County,"25,386",,,,,,,,,,,
1228,7313,0.399972651,0.54956926,MI,Gogebic County,"14,380",,,,,,,,,,,
1229,51460,0.407384376,0.532685581,MI,Grand Traverse County,"95,238",,,,,,,,,,,
1230,16442,0.344544459,0.600778494,MI,Gratiot County,"41,761",,,,,,,,,,,
1231,19880,0.24139839,0.708953722,MI,Hillsdale County,"45,746",,,,,,,,,,,
1232,15623,0.385201306,0.542469436,MI,Houghton County,"37,361",,,,,,,,,,,
1233,15848,0.288932357,0.670683998,MI,Huron County,"31,407",,,,,,,,,,,
1234,133478,0.608834415,0.332294461,MI,Ingham County,"284,900",,,,,,,,,,,
1235,26364,0.311257776,0.621074192,MI,Ionia County,"66,804",,,,,,,,,,,
1236,13349,0.325417634,0.625065548,MI,Iosco County,"25,237",,,,,,,,,,,
1237,5910,0.339086294,0.621827411,MI,Iron County,"11,631",,,,,,,,,,,
1238,25344,0.449968434,0.486821338,MI,Isabella County,"64,394",,,,,,,,,,,
1239,69567,0.370793623,0.572009717,MI,Jackson County,"160,366",,,,,,,,,,,
1240,125966,0.533016846,0.405117254,MI,Kalamazoo County,"261,670",,,,,,,,,,,
1241,8920,0.255493274,0.696524664,MI,Kalkaska County,"17,939",,,,,,,,,,,
1242,306270,0.452434127,0.483099879,MI,Kent County,"657,974",,,,,,,,,,,
1243,1429,0.368789363,0.569629111,MI,Keweenaw County,"2,046",,,,,,,,,,,
1244,5328,0.363926426,0.592905405,MI,Lake County,"12,096",,,,,,,,,,,
1245,45126,0.282187652,0.665625139,MI,Lapeer County,"88,619",,,,,,,,,,,
1246,14757,0.45903639,0.490546859,MI,Leelanau County,"22,301",,,,,,,,,,,
1247,45895,0.364963504,0.575836148,MI,Lenawee County,"99,423",,,,,,,,,,,
1248,105577,0.325620163,0.621963117,MI,Livingston County,"193,866",,,,,,,,,,,
1249,2576,0.264363354,0.681677019,MI,Luce County,"5,339",,,,,,,,,,,
1250,6088,0.342477004,0.614323259,MI,Mackinac County,"10,834",,,,,,,,,,,
1251,418773,0.420843751,0.536302484,MI,Macomb County,"881,217",,,,,,,,,,,
1252,12598,0.395221464,0.54889665,MI,Manistee County,"25,032",,,,,,,,,,,
1253,32897,0.48764325,0.44520777,MI,Marquette County,"66,017",,,,,,,,,,,
1254,14658,0.360281075,0.580229226,MI,Mason County,"29,052",,,,,,,,,,,
1255,17149,0.339786576,0.600909674,MI,Mecosta County,"39,714",,,,,,,,,,,
1256,10765,0.328750581,0.622758941,MI,Menominee County,"23,502",,,,,,,,,,,
1257,42379,0.369404658,0.563415843,MI,Midland County,"83,494",,,,,,,,,,,
1258,7301,0.214354198,0.737707163,MI,Missaukee County,"15,052",,,,,,,,,,,
1259,74101,0.362464744,0.583730314,MI,Monroe County,"154,809",,,,,,,,,,,
1260,26556,0.296505498,0.636654617,MI,Montcalm County,"66,614",,,,,,,,,,,
1261,5008,0.256789137,0.698482428,MI,Montmorency County,"9,153",,,,,,,,,,,
1262,77114,0.475140701,0.466348523,MI,Muskegon County,"175,824",,,,,,,,,,,
1263,22605,0.274806459,0.671267419,MI,Newaygo County,"49,978",,,,,,,,,,,
1264,663255,0.517110312,0.435921327,MI,Oakland County,"1,274,395",,,,,,,,,,,
1265,11903,0.3337814,0.607241872,MI,Oceana County,"26,659",,,,,,,,,,,
1266,10386,0.291738879,0.657327171,MI,Ogemaw County,"20,770",,,,,,,,,,,
1267,3420,0.343567251,0.60497076,MI,Ontonagon County,"5,816",,,,,,,,,,,
1268,10597,0.255260923,0.692271398,MI,Osceola County,"22,891",,,,,,,,,,,
1269,4062,0.257016248,0.699901526,MI,Oscoda County,"8,219",,,,,,,,,,,
1270,12529,0.283821534,0.659749381,MI,Otsego County,"25,091",,,,,,,,,,,
1271,145405,0.318255906,0.622096902,MI,Ottawa County,"296,200",,,,,,,,,,,
1272,7215,0.332640333,0.621760222,MI,Presque Isle County,"12,982",,,,,,,,,,,
1273,13036,0.328858546,0.624501381,MI,Roscommon County,"23,459",,,,,,,,,,,
1274,94198,0.471294507,0.482696023,MI,Saginaw County,"190,124",,,,,,,,,,,
1275,19243,0.253234943,0.698747597,MI,Sanilac County,"160,383",,,,,,,,,,,
1276,4151,0.329800048,0.61575524,MI,Schoolcraft County,"60,939",,,,,,,,,,,
1277,34044,0.368552462,0.564915991,MI,Shiawassee County,"40,611",,,,,,,,,,,
1278,77994,0.314806267,0.629112496,MI,St. Clair County,"8,047",,,,,,,,,,,
1279,23765,0.316810436,0.626383337,MI,St. Joseph County,"68,094",,,,,,,,,,,
1280,26157,0.286462515,0.666016745,MI,Tuscola County,"53,323",,,,,,,,,,,
